Dive Shop,Address,Website,City,State,Country,Region,Phone Number,Email,Dive Courses,Rental Gear,Gases,Type,Dive Sites,Helper,Notes,
Aquatic Sports,"10803 SW Barbur Blvd, Portland, OR 97219, United States",https://www.aquaticsports.com/,Portland,Oregon,United States,North America, +1 503-245-4991 , talktous@aquaticsports.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Open Water 20, Deep Diver, Enriched Air Nitrox, Night Diver, Wreck Diver, Underwater Navigator, Divemaster, Advanced Nitrox, Trimix Diver","Snorkel, Regulator, BCD, Fins, Wetsuit, Mask",Nitrox,Liveaboard,Hood Canal,,,
Arborek Dive Shop,"Arborek, Raja Ampat Regency, West Papua 98412, Indonesia",https://arborekdiveshop.com/,Waigeo,West Papua,Indonesia,Southeast Asia, +62 822-3873-4552 , arborekdiveshop@gmail.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Dive Shop,Raja Ampat,,,
Arenui Liveaboard,"Komplek Perkantoran Kuta Poleng, Jl. Setia Budi No.D3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.thearenui.com/,Komodo,Various,Indonesia,Southeast Asia, +62-361-750034 , info@thearenui.com ,,"Wetsuit, Regulator, Fins, Mask, BCD, Dive Computer, Snorkel, Boots",Nitrox,Liveaboard,"Batanta Island, Penemu Area, Dampier Strait, Misool",,,
Arimair Plongée,"8 Rue de Kerfautras, 29200 Brest, France",https://arimair.fr,Brest,Brittany,France,Europe, +02 56 02 73 66 , ecole.plongee@arimair.fr ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Open Water Scuba Instructor, Master Scuba Diver Trainer, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,,,,
Armor Plongée,"Terre plein du nouveau Port, 22410 Saint-Quay-Portrieux, France",https://www.armorplongee.com,Saint-Quay Portrieux,Brittany,France,Europe, +06 09 21 09 90 , contact@armorplongee.com ,,"Snorkel, Mask, Fins",,Dive Shop,"The Great Lower, Kein Greis, The people of Pordic, Low Coneu, Little Lejon, Low SE, Gran Lejon, Madeux, Basse Bléhé, Small SE, Caffa, The birds, Plateau des Hors, Falling from the Outside, Large foundation, Petite Parfonde, The Luron, The Mallow, Harbour, Bass of the smoky, The long, The round, The apple tree, St Kilda, Wreck of the Hors (Sea Spray), As you can, Le Molène, The Forwards, The Heldge",,,
Aruba Premier Boat & Dive,"Varadero Marina - Bucutiweg 34, Oranjestad, Aruba",https://arubapremierboatanddive.com/,Oranjestad,Capital,Aruba,Caribbean, +297 744 5406 , arubapremiere@gmail.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Mask, BCD, Snorkel",,Dive Shop,Aruba,,,
ASD Scuba School,"785 Pinefalls Ave, Diamond Bar, CA 91789",http://www.asdscuba.com/,Diamond Bar,California,United States,North America, +1 626-988-7007 , user@domain.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Open Water 20, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,,,,
Atlantic Divers,"795 NJ-109, Cape May, NJ 08204, United States",https://atlanticdivers.com/,Northfield,New Jersey,United States,North America, +1 (609) 8840330 , atlanticdivers@seagearmarine.com ,"Try Scuba / Intro Scuba, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,Wreck Diving,,,
Atlantic Edge Scuba,"7672 Airpark Rd, Gaithersburg, MD 20879, United States",https://www.atlanticedge.com/,Gaithersburg,Maryland,United States,North America, +1 301-519-9283 , diving@atlanticedge.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver",,,Dive Shop,"Aquarium Dive, Destiniation Diving",,,
Atlantis Bali Diving,"Jl. By Pass Ngurah Rai No.96E, Sanur, Bali 80228, Indonesia",https://atlantis-bali-diving.com/,Sanur,Bali,Indonesia,Southeast Asia, +62 812-3805-767 , info@dune-bali.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Liveaboard,"Secret Bay (Gilimanuk), Tulamben, Sanur, Gilis, Amed, Padang Bai, Nusa Penida, Menjangan Island - POS II",,,
Atoll Plongée,"31 Traverse Prat, 13008 Marseille, France",https://www.atollplongee.com,Marseille,Provence-Alpes-Côte d'Azur,France,Europe, +33 4 91 72 18 14 , marseilleplongee@gmail.com ,"Open Water Diver, Open Water Scuba Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Enriched Air Nitrox, Night Diver, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,Marseille,,,
BAB Subaquatique,"11 Rue des Pêcheurs, Port Camille Rayon, 06220 Golfe-Juan, France",https://www.babsubaquatique.fr,Biarritz,Nouvelle-Aquitaine,France,Europe, +33 6 09 26 22 65 , contact@babsubaquatique.fr ,"Advanced Nitrox, Deco Procedures, Trimix Diver, Tech 1, Cave 1","Regulator, BCD, Dive Computer","Nitrox, Trimix",Dive Shop,"Biarritz, Basque Country",,,
Baja Diving & Service,"Carretera a Pichilingue KM 5. La Paz, BCS, 23040.",https://bajadiving.com/,La Paz,Baja California Sur,Mexico,North America, +52 612 121 6120 , info@bajadiving.com ,"Open Water Diver, Open Water Scuba Diver, One Star Diver (★), Open Water 20, Advanced Adventurer, Two Star Diver (★★), Advanced 35, Stress & Rescue Diver, Three Star Diver (★★★), Enriched Air Nitrox, Divemaster, Advanced Nitrox, Deco Procedures, Trimix Diver, Junior Open Water Diver, Try Scuba / Intro Scuba, Introductory Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel","Nitrox, Trimix",Dive Resort,"Los Cabos, La Paz, Loreto, Isla Espíritu Santo, Isla Cerralvo, Cabo Pulmo",,,
Baja Expeditions,"Calle Sonora #585 entre Abasolo y, Topete, Barrio Manglito, 23060 La Paz, B.C.S.",https://bajaex.com/,La Paz,Baja California Sur,Mexico,North America, 1 (800) 843-6967 , info@bajaex.com ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Liveaboard,"La Paz, Isla Espíritu Santo, Isla Cerralvo, Cabo Pulmo, San Ignacio, Isla Espiritu Santo, Sea of Cortex",,,
Bali Dive Trek,"Amed Br dinas Biaslantang, Desa Purwakerti, Kelod, Amed - Abang - Karangasem 80852, Bali, Indonesia",https://www.balidivetrek.com/,Tulamben,Bali,Indonesia,Southeast Asia, +62 852-3838-9529 , balidivetrek@gmail.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Regulator, Wetsuit, BCD, Hood, Drysuit, Dive Computer",Nitrox,Dive Shop,"USAT Liberty, Batu Kelebit, Dropoff, Batu Belah, Sidem, Embral, Palung, Alamanda, Boga, Mutiara, Batu Nitu",,,
Bali Hai Diving Adventures,"Jl. Wahana Tirta No.1, Benoa, Denpasar Selatan, Kota Denpasar, Bali 80222",https://www.balihaidiving.com/,Nusa Lembongan,Bali,Indonesia,Southeast Asia,62361720331, reservations@balihaidiving.com ,"Open Water Diver, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, BCD, Dive Computer",Nitrox,Dive Resort,"Nusa Lembongan, Nisa Penida, Gili Islands, Tulamben, Amed, Padang Bai, Shark Point",,,
Bali Reef Divers,"Puri Wirata Dive Resort and Spa, Jalan raya bunutan, Bunutan, Amed, Karangasem Regency, Bali 80852, Indonesia",https://www.balireefdivers.com/,Amed,Bali,Indonesia,Southeast Asia, +62 857-3703-9830 , jquery.m@chHeight-min.js ,"Discover Scuba Diving, Scuba Diver, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Open Water Scuba Instructor","Snorkel, Fins, Mask, BCD",Nitrox,Dive Resort,"Amed, Tulamben, South Bali, North Bali",,,
Bali Scuba,"Jl. Danau Poso No.46, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",https://www.baliscuba.com/,Sanur,Bali,Indonesia,Southeast Asia, +62 818-0504-3888 , letsdive@baliscuba.com ,,"Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Nusa Penida, Tulamben, Padang Bai, Tepekong, Mimpang, Amed, Sanur",,,
Banda Dive,"Edificio Bay Point, Local 9, San Andrés Islas",https://bandadive.com/,San Andrés,San Andrés & Providencia,Colombia,South America, +57 315 3035428 , info@bandadive.com ,"Scuba Diver, Discover Scuba Diving, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Marine Ecology, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director","BCD, Regulator, Snorkel","Hydrox, Nitrox",Dive Resort,San Andres Islands,,,
Bandito Charters,"1616 E D St #1-4, Tacoma, WA 98421, United States",https://www.banditocharters.com/,Tacoma,Washington,United States,North America, +1 253-973-0370 , Banditocharters@gmail.com ,,,,Dive Shop,"KVI Tower, Barges at Maury Island, Dalco Wall, Sunrise County Park, Point Richmond Minesweeper, Point Defiance North Wall, Point Defiance West Wall, East Side Tacoma Narrows, West Stanchion Tacoma Narrows, Day Island Wall, Z's Reef, Fox Island East Wall",,,
Barakuda Diving Center,"Lahami Bay Beach Resort & Gardens, Marsa Alam‚ÄìBerenice Rd, South Red Sea, Egypt",https://barakuda-diving.com/,Lahami Bay,Red Sea,Egypt,Northern Africa, (+2) 010 000 91 292 , lahamibay@barakuda-diving.com ,"Scuba Diver, Open Water Diver, Enriched Air Nitrox, Advanced Open Water Diver, Rescue Diver, Divemaster, Try Scuba / Intro Scuba, Advanced Adventurer","BCD, Regulator, Fins, Mask, Boots, Snorkel, Wetsuit",Nitrox,Dive Shop,Lahami Bay,,,
Barefoot Divers,"Barefoot Cay Resort, Brick Bay, Roatán, Bay Islands, Honduras",https://www.barefootcay.com/,Brick Bay,Bay Islands,Honduras,Central America, +1 866-246-3706 , info@barefootcay.com ,"Open Water Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster",Drysuit,Nitrox,Dive Resort,Roatan South Shore,,,
Batavia Coast Dive & Watersports,"148 Chapman Road, Geraldton WA 6530, Australia",https://bataviacoastdive.com.au/,Geraldton,Western Australia,Australia,Oceania, +61 8 9921 4229 , info@bcda.com.au ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Night Diver, Underwater Navigator, Divemaster",,Nitrox,Dive Shop,Abrolhos Islands,,,
BB Divers,"16/2 หมู่ 1 Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",https://www.bbdivers.com/,Koh Chang,Trat,Thailand,Southeast Asia, +66 96 841 5951 , info@bbdivers.com ,"Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver","Wetsuit, Regulator, Drysuit, Dive Computer, Mask, Fins, BCD, Snorkel",,Dive Resort,"HTMS Chang, Koh Chang, Koh Rang National Park, Koh Kood",,,
Beach Cities Scuba,"19036 Brookhurst Street Huntington Beach, CA 92646",https://beachcitiescuba.com/,Huntington Beach,California,United States,North America, +1-714-378-2611 , info@beachcitiescuba.com ,,,Nitrox,"Liveaboard, Dive Resort","Anaheim Bay Breakwater, Izor's Reef, Frontier, P38 Lightning, Margaret F., HB Barge, HB Trawler, Barge Rock, Elsie I, Savino's, Gary's Barge, Sunset Wreck, San Clemente Rocks, A.C.E. Wreck, Three Arch Bay, Riviera Favorite!, Monarch Point, Thousand Steps (Salt Creek), Aliso Beach, Riviera Accessible!, Treasure Island, Victoria Street, Bolsa Chica, Huntington Beach, Newport Pier, Moss Point, Riviera takes you to deep reefs!, Wood's Cove, Cress Street, A Riviera favorite!, The Wedge, Corona Del Mar, Broadway Reef, Cleo Street Barge, Little Corona, Horse Ranch, Crystal Cove Underwater Park, Main Beach, ""Kelp, kelp, kelp."", Heisler Park, Rocky Beach, Diver's Cove, Reef Point/Scotchman's Cove, Picnic Beach, Fisherman's Cove, Shaw's Cove, Corsair, Historic Anchor, Irvine Cove, Emerald Bay, Crescent Bay (Seal Rock), Deadman's Reef, Great Riviera Boat Dive!",,,
Beach Hopper II Charters,"K-Dock 250 Figueroa Street Monterey, Ca. 93940",https://www.beachhopper2.com/,Monterey,California,United States,North America,+1 8005678899, captmaryjo@gmail.com ,"Open Water Diver, Enriched Air Nitrox, Advanced Adventurer, Rescue Diver, Discover Scuba Diving, Dry Suit Diver, Advanced Open Water Diver, Divemaster","Wetsuit, Regulator, Gloves, BCD, Drysuit, Hood, Fins, Mask, Snorkel, Boots",Nitrox,Dive Shop,Monterey Bay,,,
Belize Pro Dive Center,"Mar de Tumbo Area, Beachfront, San Pedro, Ambergris Caye, Belize",https://belizeprodivecenter.com/,San Pedro,Ambergris Caye,Belize,Central America, +1 501-226-2092 , info@belizeprodivecenter.com ,"Open Water Diver, Advanced Adventurer, Advanced Open Water Diver, Wreck Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Marine Ecology, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Try Scuba / Intro Scuba","BCD, Drysuit, Mask, Regulator",Nitrox,Dive Shop,"Great Blue Hole, Ambergris Caye, Hol Chan Marine Reserve, Belize Barrier Reef",,,
Belize Underwater,"Hopkins, Stann Creek District, Belize",https://www.belizeunderwater.com/,Hopkins,Stann Creek,Belize,Central America, +501 670-6668 , info@belizeunderwater.com ,"Open Water Diver, Discover Scuba Diving, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster","Wetsuit, Regulator, BCD, Hood, Mask, Drysuit",Nitrox,Dive Resort,Belize Barrier Reef,,,
Benthos Bali Dive Resort,"Jl. Raya Candidasa, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80851, Indonesia",https://www.benthosbali.com/,Candidasa,Bali,Indonesia,Southeast Asia, +62 822-4721-5443 , diving@benthosbali.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Open Water 20, Deep Diver, Enriched Air Nitrox, Night Diver, Wreck Diver, Underwater Navigator, Divemaster, Advanced Nitrox, Trimix Diver","Snorkel, Regulator, BCD, Fins, Wetsuit, Mask",Nitrox,Dive Resort,"Amed, North Bali, Nusa Penida, Padang Bai, Tulamben",,,
Beqa Adventure Divers,"Fairway Place, Pacific Harbour, Fiji",https://www.fijisharkdive.com/,Pacific Harbour,Central Division,Fiji,Pacific Islands, +679 998 8006 , adventuredivers@connect.com.fj ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Dive Shop,"Fiji Shark Dives, Carpet Cove, ET/Cyclops, Ceasar's Rock, 7 Sisters, Swim-Through City / Bird Island, Turtle Head, 3 Nuns, Tasu II Wreck, Tasu II",,,
Beyond Land Adventures,"3445 Midway Drive, Suite G",https://beyondlandadventures.com/,San Diego,California,United States,North America, +1 619-366-6266 , info@beyondlandadventures.com ,,"Wetsuit, Regulator, Fins, Mask, BCD, Dive Computer, Snorkel, Boots",Nitrox,Dive Shop,"La Jolla Shores, La Jolla Cove",,,
Big Blue Collective,"Leeward Marina, Providenciales TKCA 1ZZ",https://bigbluecollective.com/,Turks & Caicos,Islands,Turks and Caicos Islands,Caribbean,16499465034, info@bigbluecollective.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Divemaster, Open Water Scuba Instructor, Master Scuba Diver Trainer, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"South Caicos, Pine Cay, North West Point, French Cay, West Sand Spit",,,
Big Blue Dahab,"P.O. Box 98, Dahab, South Sinai, Egypt",https://bigbluedahab.com/,Dahab,South Sinai,Egypt,Northern Africa, +20 10 00539002 , dive@bigbluedahab.com ,,"Snorkel, Mask, Fins",,Dive Shop,"Lighthouse, Eel Garden, The Canyon, Blue Hole, Caves, Underwater Museum, The Bells, Tiger Reef, The Islands, Abu Galum, Moray Garden, Three Pools",,,
Big Blue Diving Khao Lak,"4/53 Moo 7, Khuk Kak, Takua Pa 82190, Phang Nga, Thailand",https://www.bigbluedivingkhaolak.com/,Khao Lak,Phang Nga,Thailand,Southeast Asia, +66 65 393 2289 , info@bigbluedivingkhaolak.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Mask, BCD, Snorkel",,"Dive Shop, Liveaboard","Similan National Park, Surin Islands, Christmas Point, Koh Bon West Ridge, Koh Tachai Pinnacle, Three Trees, Tuna Wreck, West of Eden, AOW Pakkad",,,
Big Blue Diving Koh Tao,"14/148 Moo 1, Koh Tao, Surat Thani 84360, Thailand",https://www.bigbluediving.com/,Koh Tao,Surat Thani,Thailand,Southeast Asia, +66 77 456 415 , info@bigbluediving.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Open Water 20, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Shop,"Christmas Point, Koh Bon West Ridge, Koh Tachai Pinnacle, North Point, Three Trees, Tuna Wreck, West of Eden, Surin Islands, AOW Pakkad",,,
Big Fish Diving,"Secret Garden Bungalows, Jungutbatu Village, Nusa Lembongan, Indonesia",https://www.bigfishdiving.com/,Nusa Lembongan,Bali,Indonesia,Southeast Asia, +62 813-5313-6861 , info@bigfishdiving.com ,"Try Scuba / Intro Scuba, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel, Dive Computer",Nitrox,Dive Resort,Nusa Penida,,***,
Big Island Divers,"74-5467 Kaiwi St, Kailua-Kona, HI 96740, United States",https://bigislanddivers.com/,Kailua-Kona,Hawaii,United States,North America, +1 808-329-6068 , fonts.gst@ic.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver",,,Dive Shop,Kona,,,
